"GEO","DAYSWEEK","SEX","ACL00","Value"
"Germany","Saturday to Sunday","Males","Entertainment and culture","24"
"Germany","Saturday to Sunday","Males","Resting","23"
"Germany","Saturday to Sunday","Males","Walking and hiking","15"
"Germany","Saturday to Sunday","Males","Sports and outdoor activities except walking and hiking","25"
"Germany","Saturday to Sunday","Males","Computer games","14"
"Germany","Saturday to Sunday","Males","Computing","34"
"Germany","Saturday to Sunday","Males","Hobbies and games except computing and computer games","15"
"Germany","Saturday to Sunday","Males","Reading books","8"
"Germany","Saturday to Sunday","Males","Reading, except books","27"
"Germany","Saturday to Sunday","Males","TV and video","153"
"Germany","Saturday to Sunday","Males","Radio and music","5"
"Germany","Saturday to Sunday","Males","Unspecified leisure ","2"
"Germany","Saturday to Sunday","Males","Travel except travel related to jobs","73"
"Germany","Saturday to Sunday","Males","Travel to/from work","5"
"Germany","Saturday to Sunday","Males","Travel related to study","1"
"Germany","Saturday to Sunday","Males","Travel related to shopping and services","9"
"Germany","Saturday to Sunday","Males","Transporting a child","1"
"Germany","Saturday to Sunday","Males","Travel related to other household purposes","2"
"Germany","Saturday to Sunday","Males","Travel related to leisure, social and associative life","47"
"Germany","Saturday to Sunday","Males","Unspecified travel","4"
"Germany","Saturday to Sunday","Males","Unspecified time use","4"
"Germany","Saturday to Sunday","Females","Total","1440"
"Germany","Saturday to Sunday","Females","Personal care","720"
"Germany","Saturday to Sunday","Females","Sleep","541"
"Germany","Saturday to Sunday","Females","Eating","120"
"Germany","Saturday to Sunday","Females","Other and/or unspecified personal care","59"
"Germany","Saturday to Sunday","Females","Employment, related activities and travel as part of/during main and second job","33"
"Germany","Saturday to Sunday","Females","Main and second job and related travel","32"
"Germany","Saturday to Sunday","Females","Activities related to employment and unspecified employment","1"
"Germany","Saturday to Sunday","Females","Study","6"
"Germany","Saturday to Sunday","Females","School and university except homework","1"
"Germany","Saturday to Sunday","Females","Homework","2"
"Germany","Saturday to Sunday","Females","Free time study","3"
"Germany","Saturday to Sunday","Females","Household and family care","221"
"Germany","Saturday to Sunday","Females","Food management except dish washing","48"
"Germany","Saturday to Sunday","Females","Dish washing","16"
"Germany","Saturday to Sunday","Females","Cleaning dwelling","36"
"Germany","Saturday to Sunday","Females","Household upkeep except cleaning dwelling","16"
"Germany","Saturday to Sunday","Females","Laundry","10"
"Germany","Saturday to Sunday","Females","Ironing","7"
"Germany","Saturday to Sunday","Females","Handicraft and producing textiles and other care for textiles","4"
"Germany","Saturday to Sunday","Females","Gardening; other pet care","10"
"Germany","Saturday to Sunday","Females","Tending domestic animals","1"
"Germany","Saturday to Sunday","Females","Caring for pets","3"
"Germany","Saturday to Sunday","Females","Walking the dog","6"
"Germany","Saturday to Sunday","Females","Construction and repairs ","4"
"Germany","Saturday to Sunday","Females","Shopping and services","29"
"Germany","Saturday to Sunday","Females","Childcare, except teaching, reading and talking","12"
"Germany","Saturday to Sunday","Females","Teaching, reading and talking with child","9"
"Germany","Saturday to Sunday","Females","Household management and help family member","11"
"Germany","Saturday to Sunday","Females","Leisure, social and associative life","391"
"Germany","Saturday to Sunday","Females","Organisational work","5"
"Germany","Saturday to Sunday","Females","Informal help to other households","7"
"Germany","Saturday to Sunday","Females","Participatory activities","6"
"Germany","Saturday to Sunday","Females","Visiting and feasts","26"
"Germany","Saturday to Sunday","Females","Other social life","53"
"Germany","Saturday to Sunday","Females","Entertainment and culture","25"
"Germany","Saturday to Sunday","Females","Resting","23"
"Germany","Saturday to Sunday","Females","Walking and hiking","15"
"Germany","Saturday to Sunday","Females","Sports and outdoor activities except walking and hiking","18"
"Germany","Saturday to Sunday","Females","Computer games","4"
"Germany","Saturday to Sunday","Females","Computing","16"
"Germany","Saturday to Sunday","Females","Hobbies and games except computing and computer games","15"
"Germany","Saturday to Sunday","Females","Reading books","9"
"Germany","Saturday to Sunday","Females","Reading, except books","30"
"Germany","Saturday to Sunday","Females","TV and video","132"
"Germany","Saturday to Sunday","Females","Radio and music","3"
"Germany","Saturday to Sunday","Females","Unspecified leisure ","2"
"Germany","Saturday to Sunday","Females","Travel except travel related to jobs","69"
"Germany","Saturday to Sunday","Females","Travel to/from work","4"
"Germany","Saturday to Sunday","Females","Travel related to study","0"
"Germany","Saturday to Sunday","Females","Travel related to shopping and services","9"
"Germany","Saturday to Sunday","Females","Transporting a child","1"
"Germany","Saturday to Sunday","Females","Travel related to other household purposes","2"
"Germany","Saturday to Sunday","Females","Travel related to leisure, social and associative life","43"
"Germany","Saturday to Sunday","Females","Unspecified travel","5"
"Germany","Saturday to Sunday","Females","Unspecified time use","5"
"Estonia","All days of the week","Total","Total","1440"
"Estonia","All days of the week","Total","Personal care","658"
"Estonia","All days of the week","Total","Sleep","523"
"Estonia","All days of the week","Total","Eating","81"
"Estonia","All days of the week","Total","Other and/or unspecified personal care","54"
"Estonia","All days of the week","Total","Employment, related activities and travel as part of/during main and second job","195"
"Estonia","All days of the week","Total","Main and second job and related travel","192"
"Estonia","All days of the week","Total","Activities related to employment and unspecified employment","3"
"Estonia","All days of the week","Total","Study","9"
"Estonia","All days of the week","Total","School and university except homework","4"
"Estonia","All days of the week","Total","Homework","4"
"Estonia","All days of the week","Total","Free time study","2"
"Estonia","All days of the week","Total","Household and family care","196"
"Estonia","All days of the week","Total","Food management except dish washing","44"
"Estonia","All days of the week","Total","Dish washing","12"
"Estonia","All days of the week","Total","Cleaning dwelling","19"
"Estonia","All days of the week","Total","Household upkeep except cleaning dwelling","18"
"Estonia","All days of the week","Total","Laundry","4"
"Estonia","All days of the week","Total","Ironing","2"
"Estonia","All days of the week","Total","Handicraft and producing textiles and other care for textiles","5"
"Estonia","All days of the week","Total","Gardening; other pet care","12"
"Estonia","All days of the week","Total","Tending domestic animals","2"
"Estonia","All days of the week","Total","Caring for pets","2"
"Estonia","All days of the week","Total","Walking the dog","4"
"Estonia","All days of the week","Total","Construction and repairs ","11"
"Estonia","All days of the week","Total","Shopping and services","25"
"Estonia","All days of the week","Total","Childcare, except teaching, reading and talking","18"
"Estonia","All days of the week","Total","Teaching, reading and talking with child","8"
"Estonia","All days of the week","Total","Household management and help family member","9"
"Estonia","All days of the week","Total","Leisure, social and associative life","303"
"Estonia","All days of the week","Total","Organisational work","1"
"Estonia","All days of the week","Total","Informal help to other households","10"
"Estonia","All days of the week","Total","Participatory activities","2"
"Estonia","All days of the week","Total","Visiting and feasts","22"
"Estonia","All days of the week","Total","Other social life","11"
"Estonia","All days of the week","Total","Entertainment and culture","7"
"Estonia","All days of the week","Total","Resting","25"
"Estonia","All days of the week","Total","Walking and hiking","13"
"Estonia","All days of the week","Total","Sports and outdoor activities except walking and hiking","13"
"Estonia","All days of the week","Total","Computer games","2"
"Estonia","All days of the week","Total","Computing","31"
"Estonia","All days of the week","Total","Hobbies and games except computing and computer games","6"
"Estonia","All days of the week","Total","Reading books","12"
"Estonia","All days of the week","Total","Reading, except books","14"
"Estonia","All days of the week","Total","TV and video","129"
"Estonia","All days of the week","Total","Radio and music","3"
"Estonia","All days of the week","Total","Unspecified leisure ","0"
"Estonia","All days of the week","Total","Travel except travel related to jobs","79"
"Estonia","All days of the week","Total","Travel to/from work","25"
"Estonia","All days of the week","Total","Travel related to study","1"
"Estonia","All days of the week","Total","Travel related to shopping and services","20"
"Estonia","All days of the week","Total","Transporting a child","2"
"Estonia","All days of the week","Total","Travel related to other household purposes","0"
"Estonia","All days of the week","Total","Travel related to leisure, social and associative life","20"
"Estonia","All days of the week","Total","Unspecified travel","5"
"Estonia","All days of the week","Total","Unspecified time use","5"
"Estonia","All days of the week","Males","Total","1440"
"Estonia","All days of the week","Males","Personal care","657"
"Estonia","All days of the week","Males","Sleep","523"
"Estonia","All days of the week","Males","Eating","84"
"Estonia","All days of the week","Males","Other and/or unspecified personal care","49"
"Estonia","All days of the week","Males","Employment, related activities and travel as part of/during main and second job","214"
"Estonia","All days of the week","Males","Main and second job and related travel","211"
"Estonia","All days of the week","Males","Activities related to employment and unspecified employment","3"
"Estonia","All days of the week","Males","Study","8"
"Estonia","All days of the week","Males","School and university except homework","4"
"Estonia","All days of the week","Males","Homework","2"
"Estonia","All days of the week","Males","Free time study","2"
"Estonia","All days of the week","Males","Household and family care","145"
"Estonia","All days of the week","Males","Food management except dish washing","21"
"Estonia","All days of the week","Males","Dish washing","5"
"Estonia","All days of the week","Males","Cleaning dwelling","9"
"Estonia","All days of the week","Males","Household upkeep except cleaning dwelling","25"
"Estonia","All days of the week","Males","Laundry","1"
"Estonia","All days of the week","Males","Ironing","0"
"Estonia","All days of the week","Males","Handicraft and producing textiles and other care for textiles","0"
"Estonia","All days of the week","Males","Gardening; other pet care","10"
"Estonia","All days of the week","Males","Tending domestic animals","2"
"Estonia","All days of the week","Males","Caring for pets","1"
"Estonia","All days of the week","Males","Walking the dog","4"
"Estonia","All days of the week","Males","Construction and repairs ","21"
"Estonia","All days of the week","Males","Shopping and services","22"
"Estonia","All days of the week","Males","Childcare, except teaching, reading and talking","7"
"Estonia","All days of the week","Males","Teaching, reading and talking with child","5"
"Estonia","All days of the week","Males","Household management and help family member","10"
"Estonia","All days of the week","Males","Leisure, social and associative life","335"
"Estonia","All days of the week","Males","Organisational work","1"
"Estonia","All days of the week","Males","Informal help to other households","11"
"Estonia","All days of the week","Males","Participatory activities","1"
"Estonia","All days of the week","Males","Visiting and feasts","20"
"Estonia","All days of the week","Males","Other social life","11"
"Estonia","All days of the week","Males","Entertainment and culture","7"
"Estonia","All days of the week","Males","Resting","28"
"Estonia","All days of the week","Males","Walking and hiking","12"
"Estonia","All days of the week","Males","Sports and outdoor activities except walking and hiking","17"
"Estonia","All days of the week","Males","Computer games","5"
"Estonia","All days of the week","Males","Computing","42"
"Estonia","All days of the week","Males","Hobbies and games except computing and computer games","6"
"Estonia","All days of the week","Males","Reading books","10"
"Estonia","All days of the week","Males","Reading, except books","14"
"Estonia","All days of the week","Males","TV and video","144"
"Estonia","All days of the week","Males","Radio and music","4"
"Estonia","All days of the week","Males","Unspecified leisure ","1"
"Estonia","All days of the week","Males","Travel except travel related to jobs","81"
"Estonia","All days of the week","Males","Travel to/from work","26"
"Estonia","All days of the week","Males","Travel related to study","1"
"Estonia","All days of the week","Males","Travel related to shopping and services","18"
"Estonia","All days of the week","Males","Transporting a child","2"
"Estonia","All days of the week","Males","Travel related to other household purposes","1"
"Estonia","All days of the week","Males","Travel related to leisure, social and associative life","22"
"Estonia","All days of the week","Males","Unspecified travel","5"
"Estonia","All days of the week","Males","Unspecified time use","5"
"Estonia","All days of the week","Females","Total","1440"
"Estonia","All days of the week","Females","Personal care","659"
"Estonia","All days of the week","Females","Sleep","522"
"Estonia","All days of the week","Females","Eating","79"
"Estonia","All days of the week","Females","Other and/or unspecified personal care","58"
"Estonia","All days of the week","Females","Employment, related activities and travel as part of/during main and second job","178"
"Estonia","All days of the week","Females","Main and second job and related travel","176"
"Estonia","All days of the week","Females","Activities related to employment and unspecified employment","3"
"Estonia","All days of the week","Females","Study","10"
"Estonia","All days of the week","Females","School and university except homework","4"
"Estonia","All days of the week","Females","Homework","5"
"Estonia","All days of the week","Females","Free time study","1"
"Estonia","All days of the week","Females","Household and family care","240"
"Estonia","All days of the week","Females","Food management except dish washing","64"
"Estonia","All days of the week","Females","Dish washing","18"
"Estonia","All days of the week","Females","Cleaning dwelling","28"
"Estonia","All days of the week","Females","Household upkeep except cleaning dwelling","12"
"Estonia","All days of the week","Females","Laundry","6"
"Estonia","All days of the week","Females","Ironing","4"
"Estonia","All days of the week","Females","Handicraft and producing textiles and other care for textiles","10"
"Estonia","All days of the week","Females","Gardening; other pet care","14"
"Estonia","All days of the week","Females","Tending domestic animals","2"
"Estonia","All days of the week","Females","Caring for pets","3"
"Estonia","All days of the week","Females","Walking the dog","4"
"Estonia","All days of the week","Females","Construction and repairs ","3"
"Estonia","All days of the week","Females","Shopping and services","28"
"Estonia","All days of the week","Females","Childcare, except teaching, reading and talking","27"
"Estonia","All days of the week","Females","Teaching, reading and talking with child","10"
"Estonia","All days of the week","Females","Household management and help family member","8"
"Estonia","All days of the week","Females","Leisure, social and associative life","275"
"Estonia","All days of the week","Females","Organisational work","0"
"Estonia","All days of the week","Females","Informal help to other households","9"
"Estonia","All days of the week","Females","Participatory activities","2"
"Estonia","All days of the week","Females","Visiting and feasts","24"
"Estonia","All days of the week","Females","Other social life","11"
"Estonia","All days of the week","Females","Entertainment and culture","8"
"Estonia","All days of the week","Females","Resting","22"
"Estonia","All days of the week","Females","Walking and hiking","13"
"Estonia","All days of the week","Females","Sports and outdoor activities except walking and hiking","10"
"Estonia","All days of the week","Females","Computer games","1"
"Estonia","All days of the week","Females","Computing","21"
"Estonia","All days of the week","Females","Hobbies and games except computing and computer games","7"
"Estonia","All days of the week","Females","Reading books","13"
"Estonia","All days of the week","Females","Reading, except books","14"
"Estonia","All days of the week","Females","TV and video","117"
"Estonia","All days of the week","Females","Radio and music","2"
"Estonia","All days of the week","Females","Unspecified leisure ","0"
"Estonia","All days of the week","Females","Travel except travel related to jobs","77"
"Estonia","All days of the week","Females","Travel to/from work","24"
"Estonia","All days of the week","Females","Travel related to study","1"
"Estonia","All days of the week","Females","Travel related to shopping and services","21"
"Estonia","All days of the week","Females","Transporting a child","3"
"Estonia","All days of the week","Females","Travel related to other household purposes","0"
"Estonia","All days of the week","Females","Travel related to leisure, social and associative life","19"
"Estonia","All days of the week","Females","Unspecified travel","4"
"Estonia","All days of the week","Females","Unspecified time use","5"
"Estonia","Monday to Friday","Total","Total","1440"
"Estonia","Monday to Friday","Total","Personal care","640"
"Estonia","Monday to Friday","Total","Sleep","509"
"Estonia","Monday to Friday","Total","Eating","79"
"Estonia","Monday to Friday","Total","Other and/or unspecified personal care","52"
"Estonia","Monday to Friday","Total","Employment, related activities and travel as part of/during main and second job","245"
"Estonia","Monday to Friday","Total","Main and second job and related travel","241"
"Estonia","Monday to Friday","Total","Activities related to employment and unspecified employment","4"
"Estonia","Monday to Friday","Total","Study","11"
"Estonia","Monday to Friday","Total","School and university except homework","5"
"Estonia","Monday to Friday","Total","Homework","4"
"Estonia","Monday to Friday","Total","Free time study","2"
"Estonia","Monday to Friday","Total","Household and family care","183"
"Estonia","Monday to Friday","Total","Food management except dish washing","42"
"Estonia","Monday to Friday","Total","Dish washing","12"
"Estonia","Monday to Friday","Total","Cleaning dwelling","16"
"Estonia","Monday to Friday","Total","Household upkeep except cleaning dwelling","15"
"Estonia","Monday to Friday","Total","Laundry","3"
"Estonia","Monday to Friday","Total","Ironing","2"
"Estonia","Monday to Friday","Total","Handicraft and producing textiles and other care for textiles","5"
"Estonia","Monday to Friday","Total","Gardening; other pet care","10"
"Estonia","Monday to Friday","Total","Tending domestic animals","2"
"Estonia","Monday to Friday","Total","Caring for pets","2"
"Estonia","Monday to Friday","Total","Walking the dog","4"
"Estonia","Monday to Friday","Total","Construction and repairs ","10"
"Estonia","Monday to Friday","Total","Shopping and services","25"
"Estonia","Monday to Friday","Total","Childcare, except teaching, reading and talking","18"
"Estonia","Monday to Friday","Total","Teaching, reading and talking with child","8"
"Estonia","Monday to Friday","Total","Household management and help family member","9"
"Estonia","Monday to Friday","Total","Leisure, social and associative life","282"
"Estonia","Monday to Friday","Total","Organisational work","0"
"Estonia","Monday to Friday","Total","Informal help to other households","10"
"Estonia","Monday to Friday","Total","Participatory activities","2"
"Estonia","Monday to Friday","Total","Visiting and feasts","14"
"Estonia","Monday to Friday","Total","Other social life","10"
"Estonia","Monday to Friday","Total","Entertainment and culture","5"
"Estonia","Monday to Friday","Total","Resting","24"
"Estonia","Monday to Friday","Total","Walking and hiking","11"
"Estonia","Monday to Friday","Total","Sports and outdoor activities except walking and hiking","13"
"Estonia","Monday to Friday","Total","Computer games","2"
"Estonia","Monday to Friday","Total","Computing","31"
"Estonia","Monday to Friday","Total","Hobbies and games except computing and computer games","6"
"Estonia","Monday to Friday","Total","Reading books","12"
"Estonia","Monday to Friday","Total","Reading, except books","14"
"Estonia","Monday to Friday","Total","TV and video","124"
"Estonia","Monday to Friday","Total","Radio and music","3"
"Estonia","Monday to Friday","Total","Unspecified leisure ","0"
"Estonia","Monday to Friday","Total","Travel except travel related to jobs","80"
"Estonia","Monday to Friday","Total","Travel to/from work","32"
"Estonia","Monday to Friday","Total","Travel related to study","2"
"Estonia","Monday to Friday","Total","Travel related to shopping and services","19"
"Estonia","Monday to Friday","Total","Transporting a child","3"
"Estonia","Monday to Friday","Total","Travel related to other household purposes","1"
"Estonia","Monday to Friday","Total","Travel related to leisure, social and associative life","16"
"Estonia","Monday to Friday","Total","Unspecified travel","3"
"Estonia","Monday to Friday","Total","Unspecified time use","5"
"Estonia","Monday to Friday","Males","Total","1440"
"Estonia","Monday to Friday","Males","Personal care","638"
"Estonia","Monday to Friday","Males","Sleep","509"
"Estonia","Monday to Friday","Males","Eating","82"
"Estonia","Monday to Friday","Males","Other and/or unspecified personal care","47"
"Estonia","Monday to Friday","Males","Employment, related activities and travel as part of/during main and second job","268"
"Estonia","Monday to Friday","Males","Main and second job and related travel","264"
"Estonia","Monday to Friday","Males","Activities related to employment and unspecified employment","4"
"Estonia","Monday to Friday","Males","Study","9"
"Estonia","Monday to Friday","Males","School and university except homework","5"
"Estonia","Monday to Friday","Males","Homework","2"
"Estonia","Monday to Friday","Males","Free time study","3"
"Estonia","Monday to Friday","Males","Household and family care","132"
"Estonia","Monday to Friday","Males","Food management except dish washing","20"
"Estonia","Monday to Friday","Males","Dish washing","5"
"Estonia","Monday to Friday","Males","Cleaning dwelling","7"
"Estonia","Monday to Friday","Males","Household upkeep except cleaning dwelling","22"
"Estonia","Monday to Friday","Males","Laundry","1"
"Estonia","Monday to Friday","Males","Ironing","0"
"Estonia","Monday to Friday","Males","Handicraft and producing textiles and other care for textiles","0"
"Estonia","Monday to Friday","Males","Gardening; other pet care","9"
"Estonia","Monday to Friday","Males","Tending domestic animals","2"
"Estonia","Monday to Friday","Males","Caring for pets","1"
"Estonia","Monday to Friday","Males","Walking the dog","4"
"Estonia","Monday to Friday","Males","Construction and repairs ","19"
"Estonia","Monday to Friday","Males","Shopping and services","21"
"Estonia","Monday to Friday","Males","Childcare, except teaching, reading and talking","6"
"Estonia","Monday to Friday","Males","Teaching, reading and talking with child","5"
"Estonia","Monday to Friday","Males","Household management and help family member","9"
"Estonia","Monday to Friday","Males","Leisure, social and associative life","312"
"Estonia","Monday to Friday","Males","Organisational work","0"
"Estonia","Monday to Friday","Males","Informal help to other households","11"
"Estonia","Monday to Friday","Males","Participatory activities","1"
"Estonia","Monday to Friday","Males","Visiting and feasts","12"
"Estonia","Monday to Friday","Males","Other social life","11"
"Estonia","Monday to Friday","Males","Entertainment and culture","5"
"Estonia","Monday to Friday","Males","Resting","27"
"Estonia","Monday to Friday","Males","Walking and hiking","10"
"Estonia","Monday to Friday","Males","Sports and outdoor activities except walking and hiking","15"
"Estonia","Monday to Friday","Males","Computer games","4"
"Estonia","Monday to Friday","Males","Computing","41"
"Estonia","Monday to Friday","Males","Hobbies and games except computing and computer games","5"
"Estonia","Monday to Friday","Males","Reading books","11"
"Estonia","Monday to Friday","Males","Reading, except books","14"
"Estonia","Monday to Friday","Males","TV and video","138"
"Estonia","Monday to Friday","Males","Radio and music","4"
"Estonia","Monday to Friday","Males","Unspecified leisure ","0"
"Estonia","Monday to Friday","Males","Travel except travel related to jobs","81"
"Estonia","Monday to Friday","Males","Travel to/from work","33"
"Estonia","Monday to Friday","Males","Travel related to study","2"
"Estonia","Monday to Friday","Males","Travel related to shopping and services","18"
"Estonia","Monday to Friday","Males","Transporting a child","2"
"Estonia","Monday to Friday","Males","Travel related to other household purposes","1"
"Estonia","Monday to Friday","Males","Travel related to leisure, social and associative life","17"
"Estonia","Monday to Friday","Males","Unspecified travel","4"
"Estonia","Monday to Friday","Males","Unspecified time use","5"
"Estonia","Monday to Friday","Females","Total","1440"
"Estonia","Monday to Friday","Females","Personal care","641"
"Estonia","Monday to Friday","Females","Sleep","509"
"Estonia","Monday to Friday","Females","Eating","76"
"Estonia","Monday to Friday","Females","Other and/or unspecified personal care","57"
"Estonia","Monday to Friday","Females","Employment, related activities and travel as part of/during main and second job","226"
"Estonia","Monday to Friday","Females","Main and second job and related travel","222"
"Estonia","Monday to Friday","Females","Activities related to employment and unspecified employment","4"
"Estonia","Monday to Friday","Females","Study","12"
"Estonia","Monday to Friday","Females","School and university except homework","5"
"Estonia","Monday to Friday","Females","Homework","5"
"Estonia","Monday to Friday","Females","Free time study","1"
"Estonia","Monday to Friday","Females","Household and family care","226"
"Estonia","Monday to Friday","Females","Food management except dish washing","61"
"Estonia","Monday to Friday","Females","Dish washing","17"
"Estonia","Monday to Friday","Females","Cleaning dwelling","24"
"Estonia","Monday to Friday","Females","Household upkeep except cleaning dwelling","10"
"Estonia","Monday to Friday","Females","Laundry","5"
"Estonia","Monday to Friday","Females","Ironing","4"
"Estonia","Monday to Friday","Females","Handicraft and producing textiles and other care for textiles","10"
"Estonia","Monday to Friday","Females","Gardening; other pet care","12"
"Estonia","Monday to Friday","Females","Tending domestic animals","2"
"Estonia","Monday to Friday","Females","Caring for pets","3"
"Estonia","Monday to Friday","Females","Walking the dog","4"
"Estonia","Monday to Friday","Females","Construction and repairs ","2"
"Estonia","Monday to Friday","Females","Shopping and services","28"
"Estonia","Monday to Friday","Females","Childcare, except teaching, reading and talking","27"
"Estonia","Monday to Friday","Females","Teaching, reading and talking with child","10"
"Estonia","Monday to Friday","Females","Household management and help family member","8"
"Estonia","Monday to Friday","Females","Leisure, social and associative life","257"
"Estonia","Monday to Friday","Females","Organisational work","0"
"Estonia","Monday to Friday","Females","Informal help to other households","9"
"Estonia","Monday to Friday","Females","Participatory activities","2"
"Estonia","Monday to Friday","Females","Visiting and feasts","16"
"Estonia","Monday to Friday","Females","Other social life","10"
"Estonia","Monday to Friday","Females","Entertainment and culture","6"
"Estonia","Monday to Friday","Females","Resting","21"
"Estonia","Monday to Friday","Females","Walking and hiking","11"
"Estonia","Monday to Friday","Females","Sports and outdoor activities except walking and hiking","10"
"Estonia","Monday to Friday","Females","Computer games","1"
"Estonia","Monday to Friday","Females","Computing","22"
"Estonia","Monday to Friday","Females","Hobbies and games except computing and computer games","7"
"Estonia","Monday to Friday","Females","Reading books","14"
"Estonia","Monday to Friday","Females","Reading, except books","14"
"Estonia","Monday to Friday","Females","TV and video","112"
"Estonia","Monday to Friday","Females","Radio and music","2"
"Estonia","Monday to Friday","Females","Unspecified leisure ","0"
"Estonia","Monday to Friday","Females","Travel except travel related to jobs","79"
"Estonia","Monday to Friday","Females","Travel to/from work","30"
"Estonia","Monday to Friday","Females","Travel related to study","2"
"Estonia","Monday to Friday","Females","Travel related to shopping and services","20"
"Estonia","Monday to Friday","Females","Transporting a child","4"
"Estonia","Monday to Friday","Females","Travel related to other household purposes","0"
"Estonia","Monday to Friday","Females","Travel related to leisure, social and associative life","15"
"Estonia","Monday to Friday","Females","Unspecified travel","3"
"Estonia","Monday to Friday","Females","Unspecified time use","5"
"Estonia","Saturday to Sunday","Total","Total","1440"
"Estonia","Saturday to Sunday","Total","Personal care","704"
"Estonia","Saturday to Sunday","Total","Sleep","558"
"Estonia","Saturday to Sunday","Total","Eating","87"
"Estonia","Saturday to Sunday","Total","Other and/or unspecified personal care","59"
"Estonia","Saturday to Sunday","Total","Employment, related activities and travel as part of/during main and second job","69"
"Estonia","Saturday to Sunday","Total","Main and second job and related travel","68"
"Estonia","Saturday to Sunday","Total","Activities related to employment and unspecified employment","1"
"Estonia","Saturday to Sunday","Total","Study","6"
"Estonia","Saturday to Sunday","Total","School and university except homework","1"
"Estonia","Saturday to Sunday","Total","Homework","3"
"Estonia","Saturday to Sunday","Total","Free time study","1"
"Estonia","Saturday to Sunday","Total","Household and family care","231"
"Estonia","Saturday to Sunday","Total","Food management except dish washing","50"
"Estonia","Saturday to Sunday","Total","Dish washing","13"
"Estonia","Saturday to Sunday","Total","Cleaning dwelling","28"
"Estonia","Saturday to Sunday","Total","Household upkeep except cleaning dwelling","26"
"Estonia","Saturday to Sunday","Total","Laundry","5"
"Estonia","Saturday to Sunday","Total","Ironing","3"
"Estonia","Saturday to Sunday","Total","Handicraft and producing textiles and other care for textiles","5"
"Estonia","Saturday to Sunday","Total","Gardening; other pet care","16"
"Estonia","Saturday to Sunday","Total","Tending domestic animals","2"
"Estonia","Saturday to Sunday","Total","Caring for pets","2"
"Estonia","Saturday to Sunday","Total","Walking the dog","5"
"Estonia","Saturday to Sunday","Total","Construction and repairs ","13"
"Estonia","Saturday to Sunday","Total","Shopping and services","28"
"Estonia","Saturday to Sunday","Total","Childcare, except teaching, reading and talking","18"
"Estonia","Saturday to Sunday","Total","Teaching, reading and talking with child","8"
"Estonia","Saturday to Sunday","Total","Household management and help family member","10"
"Estonia","Saturday to Sunday","Total","Leisure, social and associative life","354"
"Estonia","Saturday to Sunday","Total","Organisational work","1"
"Estonia","Saturday to Sunday","Total","Informal help to other households","10"
"Estonia","Saturday to Sunday","Total","Participatory activities","2"
"Estonia","Saturday to Sunday","Total","Visiting and feasts","41"
"Estonia","Saturday to Sunday","Total","Other social life","13"
"Estonia","Saturday to Sunday","Total","Entertainment and culture","13"
"Estonia","Saturday to Sunday","Total","Resting","29"
"Estonia","Saturday to Sunday","Total","Walking and hiking","18"
"Estonia","Saturday to Sunday","Total","Sports and outdoor activities except walking and hiking","15"
"Estonia","Saturday to Sunday","Total","Computer games","2"
"Estonia","Saturday to Sunday","Total","Computing","32"
"Estonia","Saturday to Sunday","Total","Hobbies and games except computing and computer games","7"
"Estonia","Saturday to Sunday","Total","Reading books","11"
"Estonia","Saturday to Sunday","Total","Reading, except books","13"
"Estonia","Saturday to Sunday","Total","TV and video","143"
"Estonia","Saturday to Sunday","Total","Radio and music","4"
"Estonia","Saturday to Sunday","Total","Unspecified leisure ","1"
"Estonia","Saturday to Sunday","Total","Travel except travel related to jobs","76"
"Estonia","Saturday to Sunday","Total","Travel to/from work","8"
"Estonia","Saturday to Sunday","Total","Travel related to study","0"
"Estonia","Saturday to Sunday","Total","Travel related to shopping and services","21"
"Estonia","Saturday to Sunday","Total","Transporting a child","1"
"Estonia","Saturday to Sunday","Total","Travel related to other household purposes","0"
"Estonia","Saturday to Sunday","Total","Travel related to leisure, social and associative life","32"
"Estonia","Saturday to Sunday","Total","Unspecified travel","8"
"Estonia","Saturday to Sunday","Total","Unspecified time use","5"
"Estonia","Saturday to Sunday","Males","Total","1440"
"Estonia","Saturday to Sunday","Males","Personal care","704"
"Estonia","Saturday to Sunday","Males","Sleep","560"
"Estonia","Saturday to Sunday","Males","Eating","89"
"Estonia","Saturday to Sunday","Males","Other and/or unspecified personal care","55"
"Estonia","Saturday to Sunday","Males","Employment, related activities and travel as part of/during main and second job","79"
"Estonia","Saturday to Sunday","Males","Main and second job and related travel","78"
"Estonia","Saturday to Sunday","Males","Activities related to employment and unspecified employment","1"
"Estonia","Saturday to Sunday","Males","Study","5"
"Estonia","Saturday to Sunday","Males","School and university except homework","1"
"Estonia","Saturday to Sunday","Males","Homework","3"
"Estonia","Saturday to Sunday","Males","Free time study","1"
"Estonia","Saturday to Sunday","Males","Household and family care","179"
"Estonia","Saturday to Sunday","Males","Food management except dish washing","24"
"Estonia","Saturday to Sunday","Males","Dish washing","5"
"Estonia","Saturday to Sunday","Males","Cleaning dwelling","15"
"Estonia","Saturday to Sunday","Males","Household upkeep except cleaning dwelling","34"
"Estonia","Saturday to Sunday","Males","Laundry","2"
"Estonia","Saturday to Sunday","Males","Ironing","0"
"Estonia","Saturday to Sunday","Males","Handicraft and producing textiles and other care for textiles","0"
"Estonia","Saturday to Sunday","Males","Gardening; other pet care","15"
